,SMILES,InChIKey
181,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2cccc(-c3ccccc3)c2)cc1,VGQCKBGAEMXKRE-UHFFFAOYSA-N
182,NC(=O)C1CCN(c2nc(-c3cccc(Cl)c3)cs2)CC1,SVSPDQUBLNMZOS-UHFFFAOYSA-N
183,NC(=O)NCC(=O)N[C@H]1CC[C@H](Nc2nccc(-c3ccncc3)n2)C1,LBIFWJBFUWPZLT-STQMWFEESA-N
184,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,AVZCPICCWKMZDT-UHFFFAOYSA-N
185,Cc1ccc(CNc2ccccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,JYDMICLEWULGCS-UHFFFAOYSA-N
186,Cc1cccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)c1,YQNOQZALLOQMPY-UHFFFAOYSA-N
187,C#CCNC(=O)c1nc(-c2ccc(Cl)nc2)c2ccccn12,KKXLLYAHASIMSJ-UHFFFAOYSA-N
188,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,FEDMRGHSJHSXOK-UHFFFAOYSA-N
189,N#Cc1ccc2c(c1)CCN(CCC1CCC(NC(=O)c3ccnc4ccccc34)CC1)C2,OLWRVVHPJFLNPW-UHFFFAOYSA-N
190,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(Cl)cc2)c1C,OXGIASHTSLAMHY-UHFFFAOYSA-N
191,O=C(c1cnc(N2CCCCC2)c2ccccc12)N1CCN(c2ccccn2)CC1,ZXWXIZPKHGCBJI-UHFFFAOYSA-N
192,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cccc(OC(F)(F)F)c1,JGIYRSSMJIBQIC-UHFFFAOYSA-N
193,Cc1ccc(-c2cc(C(=O)NC3CCCCC3)c3ccccc3n2)cc1,CJWYVVIUOLZHCU-UHFFFAOYSA-N
194,NC(=O)C1CCN(c2ncc(-c3ccc4c(c3)OCO4)s2)CC1,VTCJZEIDWGDZPP-UHFFFAOYSA-N
195,Cc1cc(C)nc(NC(=S)N2CCN(c3cccc(OC(F)F)c3)CC2)c1,HUWYRKYOJXLBIO-UHFFFAOYSA-N
196,Cc1noc(C)c1CN1CCNc2cc(Nc3ccccc3)ncc2C1,NOYRBQNNSOQECY-UHFFFAOYSA-N
197,Nc1ccccc1OCCn1c(CCNC(=O)C2CCCCC2)nc2ccccc21,AAEXQYYVPPXHGV-UHFFFAOYSA-N
198,COc1ccc(OC)c(Nc2c3c(nc4ccccc24)CCC3)c1,XNLOWBUSWAIMQM-UHFFFAOYSA-N
199,O=C1c2ccccc2C2=Nc3ccccc3SC(c3ccccc3F)C12,ZZVXVMRMJNDKKA-UHFFFAOYSA-N
200,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,KPRTURMJVWXURQ-UHFFFAOYSA-N
201,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccc(F)cc3)CC2)n1,MLUNGEBDRPMDMW-UHFFFAOYSA-N
202,Nc1c(-c2ccccc2)cnc2c(-c3ccccc3)cnn12,BCEDTUZUUXMOKL-UHFFFAOYSA-N
203,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(N)(=O)=O)cc3)c3cccc(C)c3n2)cc1C,RDUDMQGGHIBWHR-UHFFFAOYSA-N
204,CN(C)c1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,VYPHKWIOBDUDQX-UHFFFAOYSA-N
205,CCOC(=O)N1CCN(Cc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccc(F)cc2)CC1,OXCMSADYSGMAJI-UHFFFAOYSA-N
206,CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(NC(=O)Cc3ccc(F)cc3)cc21,JWRLEFGWNKDQRU-UHFFFAOYSA-N
207,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccccc3)c(Br)s2)cc1,PLWRPJJSHKYYDJ-UHFFFAOYSA-N
208,Cc1ccc(S(=O)(=O)Nc2cccnc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,YZAMLKAIZCMMDO-UHFFFAOYSA-N
209,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,JWQOJVOKBAAAAR-UHFFFAOYSA-N
210,O=S(=O)(Nc1ccccc1)c1ccc(NCc2ccc(Br)cc2O)cc1,OBLJLMQWUSSTBN-UHFFFAOYSA-N
211,O=C(Nc1ncc(Cc2ccc(C(F)(F)F)cc2)s1)c1cnc(-c2ccccc2)[nH]1,NWTCZMBKFFZZFX-UHFFFAOYSA-N
212,CCc1ccc(OC(C)C(=O)N2CCC(c3nc4ccccc4o3)CC2)cc1,RRCODNYFSVSVKT-UHFFFAOYSA-N
213,O=C(c1ccc2ncccc2c1)N1CCc2c(nc3cc[nH]n3c2=O)C1,ORWATEOISLOZDM-UHFFFAOYSA-N
214,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3nc4ccccc4s3)cs2)cc1,LWONZLCXDLRXFE-UHFFFAOYSA-N
215,Cc1ccnc(NC(=S)N2CCN(c3ccc(Cl)cc3Cl)CC2)c1,DQKRSQKWOWWRJR-UHFFFAOYSA-N
216,COc1ccccc1C(=O)Nc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1,ARGWKCNXOVDSJY-UHFFFAOYSA-N
217,Nc1nc(N)c2cc(Sc3ccc4ccccc4c3)ccc2n1,PFAYJJZRASFRBB-UHFFFAOYSA-N
218,O=C1Nc2cccc(Cl)c2/C1=C\c1cc(Cl)c(O)c(Cl)c1,QIKGPUWYEAQZGN-XBXARRHUSA-N
219,NC(=O)C(=O)N/N=C/c1ccc([N+](=O)[O-])o1,AJSKOLZKIUMPPG-YCRREMRBSA-N
220,Cc1cccc(OCC(=O)Nc2ccc3nc(Nc4cccc(Cl)c4)cc(C)c3c2)c1,FQLYMLNDOPGYNV-UHFFFAOYSA-N
221,CC(C)(C)C1CCc2nc(NC(=O)c3cccc(Cl)c3)sc2C1,QRLORHYUMDVHRP-UHFFFAOYSA-N
222,COc1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1,BCMNQBIJIUVNIW-UHFFFAOYSA-N
223,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,YIDDLAAKOYYGJG-UHFFFAOYSA-N
224,Cc1nc2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2s1,LCMQRGYBMPOFKO-UHFFFAOYSA-N
225,Cn1c(=O)c2c(nc(Cl)n2Cc2ccc(Cl)cc2)n(C)c1=O,QXFUIEDAJJGUJX-UHFFFAOYSA-N
226,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,DYLUUSLLRIQKOE-UHFFFAOYSA-N
227,Cc1ccc(C(N)=O)cc1Nc1nccc(-c2cn(C(C)C)c3cnccc23)n1,TZZISDZOBASIEO-UHFFFAOYSA-N
228,Oc1ccc(CNc2ccccc2F)c2cccnc12,IBWIAHQQJVGIDZ-UHFFFAOYSA-N
229,O=C1Nc2c(Cl)cccc2/C1=C\c1cc(Cl)c(O)c(Cl)c1,LVZDWONCARRZMK-RUDMXATFSA-N
230,CC(C)(C)c1ccc(C(=O)N2CC(=O)Nc3ccc(F)cc3C2c2ccc(F)cc2)cc1,YRQGARKVIQQXCA-UHFFFAOYSA-N
231,CCN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)N[C@H](C)c3ccc4ccccc4c3)cc21,IGIPSUCYDDNAQY-JTYJAPAGSA-N
232,CNc1nccc(-c2cccc3ccccc23)n1,CRUAVEYZWKXYLS-UHFFFAOYSA-N
233,Cn1nnnc1SCCCNCc1cccc(OCc2ccccc2Cl)c1,XYCGAHJDVGYNKA-UHFFFAOYSA-N
234,CCN1CCN(c2ncc3c(n2)CCN(Cc2cc(Br)cs2)C3)CC1,JQDFUUOQLZWLDG-UHFFFAOYSA-N
235,COc1ccc(-c2nc3c(c(SCC(=O)Nc4ccc(C(=O)O)cc4)n2)Cc2ccccc2O3)cc1,YGBXTZKBVATPOP-UHFFFAOYSA-N
236,Cn1ccc2c(C(=O)NCc3cccnc3)nc(-c3ccccc3C#N)cc21,USYHSKFJLSOEQI-UHFFFAOYSA-N
237,CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,KXNXWINFSDKMHD-UHFFFAOYSA-N
238,O=S(=O)(Nc1nc2n(n1)C(c1ccccc1)C=C(c1ccc(Cl)cc1)N2)c1ccccc1,DEXVFDNMCKSIRH-UHFFFAOYSA-N
239,COc1ccc(-n2c(C)c(C(C)=O)c3cc(OC(=O)COc4ccccc4)ccc32)cc1,OLEQCNOJJJGQKW-UHFFFAOYSA-N
240,Cc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-c2cccnc2)cc1,QDALJICMDNUDOR-UHFFFAOYSA-N
241,Cc1ccc2cccc(NC(=O)c3ccc(OC(C)C)cc3)c2n1,GVGVYDCVFBGALZ-UHFFFAOYSA-N
242,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4ccc(C#N)cc4)cc3)c3ccccc3n2)cc1C,ALPNKCXYUONXDR-UHFFFAOYSA-N
243,Cc1cnc(-c2ccccc2C(C)C)nc1NCC1CCN(c2cccnc2)CC1,KREXNTZCOVZMKX-UHFFFAOYSA-N
244,O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,BBQRBOIMSKMFFO-LTGZKZEYSA-N
245,COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])N1CCCCC1,YYYDMRRTUGTPQR-UHFFFAOYSA-N
246,CCOc1ccc(/C=C/c2nc3ccccc3n2S(=O)(=O)c2cccc(Cl)c2)cc1,SYUVCXDGOBEGOL-NTCAYCPXSA-N
247,Cc1ccc(C)c(CN2CCC(CNC(=O)Nc3ccc(Br)cc3F)CC2)c1,VPVBRPZCLWKVIY-UHFFFAOYSA-N
248,Cc1ccc(-c2ccnc(N3CCC(C(N)=O)CC3)n2)cc1,IYACHNPMFWEHIE-UHFFFAOYSA-N
249,CCOC(=O)c1nn(-c2ccccc2)c(=O)c2c(N)scc12,HLVGVGCIJRBRQW-UHFFFAOYSA-N
250,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccc(N4CCNCC4)nc3)cc2)c1O,LCRFPEKZQIVFKI-UHFFFAOYSA-N
251,O=[S+]([O-])(Nc1ccccc1)c1ccc(NCc2cccc(Cl)c2F)cc1,URDWWAFYUDJORM-UHFFFAOYSA-N
252,CC[C@H]1CN2CCC3CC(OC)C(OC)CC3[C@@H]2C[C@@H]1C[C@H]1NCCC2=C1CC(OC)C(=O)C2,RWCUTTWPPULUEZ-PMSKXDBLSA-N
253,COCCNC(=O)[C@H]1C[C@H](Oc2ccccc2)CN1Cc1ccc2[nH]ccc2c1,VIGXACAWTHNBIU-RBBKRZOGSA-N
254,Cc1cc(C)c(CNC(=O)c2nc(-c3cccc(CO)c3)cc3c2ccn3C)c(=O)[nH]1,KDZHMDUGYNDEBQ-UHFFFAOYSA-N
255,COc1cccc(OC)c1C(=O)Nc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1,FWABSMRBOKADMR-UHFFFAOYSA-N
256,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,YOVNFNXUCOWYSG-UHFFFAOYSA-N
257,CC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccccc2)c(=O)n3CC(=O)c2ccccc2)C1,ZNXTXNZLEQPOGS-UHFFFAOYSA-N
258,C=CC(=O)N1CCCN(c2cc(NCCC(=O)O)nc(-c3ccccn3)n2)CC1,GQZPLTPYSQYTFB-UHFFFAOYSA-N
259,CCCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,GGNWMCKZFWBJHZ-UHFFFAOYSA-N
260,Cc1ccc(NC(=O)c2cc(S(=O)(=O)NCCC3=CCCCC3)ccc2F)cc1F,XEOXMNIZDFYNRE-UHFFFAOYSA-N
261,Cc1noc(C)c1C(=O)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,KHFVLMBXEWCALZ-UHFFFAOYSA-N
262,CC(=O)Nc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,UEQMGBUOQIMFCR-UHFFFAOYSA-N
263,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1N,RLLOTGNQEUTEMC-UHFFFAOYSA-N
264,C=C1[C@@H](C)C2[C@H](Cc3ccccc3)NC(=O)[C@@]23C(/C=C/C[C@H](C)C[C@@](C)(O)/C=C/[C@@H]3OC(C)=O)[C@@H]1O,NAEWXXDGBKTIMN-OCBGEMMSSA-N
265,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,RTIXKCRFFJGDFG-UHFFFAOYSA-N
266,Fc1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1,MGHORTOKORHTFC-UHFFFAOYSA-N
267,N=c1c2c(n(Cc3ccccc3)c3c1CCC3)CCC2,FMJZREWCZDABCY-UHFFFAOYSA-N
268,Cc1cc(Br)ccc1NC(=O)C(NS(=O)(=O)c1cccs1)c1ccccc1,VUHNOGMONGXEGG-UHFFFAOYSA-N
269,COc1ccc(-n2nc(C3CCCN(C(=O)Nc4ccccc4)C3)[nH]c2=O)cc1,HBWMFGJJCXKJLR-UHFFFAOYSA-N
270,N#Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(F)c(Cl)c3)cc2)cc1,OYEREKJYGUHXII-UHFFFAOYSA-N
271,Cn1cc(Cl)c(C2N=C(Nc3nc4ccccc4o3)NC3=C2C(=O)CCC3)n1,RFWSTRXQURKZDG-UHFFFAOYSA-N
272,COc1ccc(C2C=C(c3ccc(Cl)cc3)Nc3nc(-c4ccc(Cl)cc4)nn32)cc1,AQFAZOZBWBGLSX-UHFFFAOYSA-N
273,CC1(C)C(=O)NC2=C1C(=O)C(=O)c1ccccc12,LLPBUXODFQZPFH-UHFFFAOYSA-N
274,Cc1ccc(S(=O)(=O)Nc2cc(Cl)cc(C(=O)Nc3nc(-c4ccccc4)cs3)c2)cc1,AZZIXNGNPUXLKZ-UHFFFAOYSA-N
275,O=C1CCc2cc(S(=O)(=O)Nc3ccc(F)c(Cl)c3)ccc2N1,ZOFGHOPZDDJVFA-UHFFFAOYSA-N
276,O=C(Nc1nc(-c2ccccc2)cs1)c1ccccc1[N+](=O)[O-],CBRUAMMPCJIORF-UHFFFAOYSA-N
277,CS(=O)(=O)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,LYGYLEPKPBJNGQ-UHFFFAOYSA-N
278,CCOC(=O)N1CCN(C(=O)Cn2sc3nc(C)cc(C)c3c2=O)CC1,XXUFNNVFZFVKGP-UHFFFAOYSA-N
279,COc1ccc(OC)c(CNc2ncnc3onc(C)c23)c1,HPHWWCGTFRXFSX-UHFFFAOYSA-N
280,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,TUTLRKKYUXPDGN-HNNXBMFYSA-N
281,Cc1ccnc(NC(=S)N2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)c1,QTIYBXLKHOGOMW-UHFFFAOYSA-N
282,O=C(Nc1cccc(S(=O)(=O)C(F)(F)F)c1)c1ccccc1NC(=O)c1ccccc1OCC(F)(F)F,IJPVGGQIVOIEAF-UHFFFAOYSA-N
283,CN1CCN(c2cc(-c3nc(Nc4ccc(F)c(F)c4)c4ccccc4n3)ccn2)CC1,QLTWHYMYUUVCBH-UHFFFAOYSA-N
284,CCOc1ccccc1CNS(=O)(=O)c1ccc(-c2cnc(C3CC3)o2)cc1,TWQXNSMGMAMVDY-UHFFFAOYSA-N
285,Fc1ccc(CN2CCOC[C@H]2c2ncc(-c3ccc(Cl)s3)[nH]2)cc1,MGMZLRLPUYVFOC-HNNXBMFYSA-N
286,O=c1cc(/C=C/c2c(F)cccc2Cl)[nH]c2ccccc12,IOCDUGJOPNOXSY-CMDGGOBGSA-N
287,CCOc1ccc(CCNC(=O)c2cc3ncccc3n2Cc2cccc(C)n2)cc1OCC,UCMORWNYFFARFL-UHFFFAOYSA-N
288,COCc1cc(C)nc(SCC(=O)c2ccc(O)c(O)c2)c1C#N,MSOUCVXDWWIFTI-UHFFFAOYSA-N
289,Cc1nc(-c2ccccc2)cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC2CCOCC2)n1,FPOLDOSRPLROAZ-NNWRFLSQSA-N
290,CO[C@@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=N[C@H]2CC[C@H](O)O[C@@H]2C)C=C(NC(=O)/C(C)=C\C(=O)[C@@H]2C[C@@H]2[C@@H](O)[C@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,RYCBEGMWBUYSAD-XMNXWDNRSA-N
291,O=S(=O)(c1ccc2ccccc2c1)N1CCN(c2nc(-c3cccs3)nc3ccccc23)CC1,WQARUVRGOHJYJX-UHFFFAOYSA-N
292,Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)Nc3nc(-c4ccccc4)cs3)c2Cl)cc1,KJJVYOHEPKCCLF-UHFFFAOYSA-N
293,O=C1CCCc2cc(S(=O)(=O)Nc3cnccc3C(=O)Nc3nc(-c4ccccc4)cs3)ccc2N1,NZOMKZDAZUUIBN-UHFFFAOYSA-N
294,Cc1ccc(S(=O)(=O)N2CCCc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1,WMBQKFZMFSMHHA-UHFFFAOYSA-N
295,CC(=O)NCc1ccc(-c2csc(Nc3cccc(C)c3)n2)o1,UOCXATWKCAHOQU-UHFFFAOYSA-N
296,CCOc1ccc(CCNC(=O)c2cccc(C(=O)c3ccccc3)c2)cc1OCC,COQSRMKGWDAKJE-UHFFFAOYSA-N
297,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)Nc3nc(-c4ccccc4)cs3)c(Cl)c2)cc1,GCDGPVJICRWJOO-UHFFFAOYSA-N
298,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,JOWXJLIFIIOYMS-UHFFFAOYSA-N
299,FC1(F)CCN(c2nc(-c3ccncc3)nc3ccccc23)CC1,BQEFBPKSONSGIL-UHFFFAOYSA-N
300,Cc1cnc(-c2ccccc2C(F)F)nc1NCC1CN(c2cnccn2)C1,STQIYASOVVTHAJ-UHFFFAOYSA-N
301,CCN1CCN(c2ccc(Nc3ccc(-c4ccc(C(N)=O)cc4)n4ncnc34)cc2)CC1,MWDUPPUMXCIRET-UHFFFAOYSA-N
302,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)c1O,WPSFPRGJZJKOLP-UHFFFAOYSA-N
303,Cc1cccc2c1NC(=O)/C2=C/c1cc(Cl)c(O)c(Cl)c1,FOSDOWVYKFWGPG-VZUCSPMQSA-N
304,CC(CNC(=O)C1CCN(Cc2cc3ccccc3n2Cc2ccccc2)CC1)c1ccccc1,OOLIPZRTMIAKSL-UHFFFAOYSA-N
305,COC(=O)CNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2ccccn12,SWQAIPIBLSBQAA-UHFFFAOYSA-N
306,COc1ccc(C(=O)N[C@@H]2CCC[C@@H]2C(=O)N2CCC(Cc3ccccc3)CC2)cc1,VDJPGNGDFZLMKU-BJKOFHAPSA-N
307,CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2cccc(C)c2)cc1OCC,LGJRYJGSSSDVJS-UHFFFAOYSA-N
308,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc2c(c1)CCC2,YHLCUGLUVKDQPW-UHFFFAOYSA-N
309,Nc1nc2c(s1)C(c1ccccc1)CC(=O)N2,NYTDQYAFVXMVKC-UHFFFAOYSA-N
310,CCOc1ccc(CCNC(=O)c2cc3sccc3n2CCN2CCOCC2)cc1OCC,LPKDVSDULQFWOT-UHFFFAOYSA-N
311,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,UYJNQQDJUOUFQJ-UHFFFAOYSA-N
312,O=C(c1cccs1)c1nonc1C(=O)c1cccs1,YVOCBTNFVCGYIE-UHFFFAOYSA-N
313,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,KPBNHDGDUADAGP-VAWYXSNFSA-N
314,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccc4ccncc34)cc2)c1O,VCBTWOVZUMXUCE-UHFFFAOYSA-N
315,CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC,NGIFHAUKQGDVSR-UHFFFAOYSA-N
316,CN(C(=O)CSc1nc2ccc(NC(=O)c3ccc(F)cc3)cc2s1)c1ccccc1,JGLFTAZREPCHEW-UHFFFAOYSA-N
317,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])N3CCC(F)(F)CC3)c2)c1C,PJNDZOYSGAYPLB-UHFFFAOYSA-N
318,O=S(=O)(Nc1cccc2ccccc12)c1ccc(NCc2ccc(Br)cc2O)cc1,WDHLYHNQWSCJON-UHFFFAOYSA-N
319,CC(C)c1ccccc1-c1ncc(F)c(NCc2ccc(-c3cccnc3)s2)n1,OOVKWDZCUXDMJE-UHFFFAOYSA-N
320,O=C(NCCCO)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,MJISTPRKTBEXEH-UHFFFAOYSA-N
321,CCOc1ccc(CCNC(=O)c2ccccc2)cc1OCC,MFGLROBKXCTFOF-UHFFFAOYSA-N
322,OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1,KZENBFUSKMWCJF-UHFFFAOYSA-N
323,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(\C)CC[C@@H]12,KTEXNACQROZXEV-PVLRGYAZSA-N
324,CCc1cccc(-n2nnc(-c3nsc(NC(=O)c4cccc(OC)c4)n3)c2C)c1,ZNYQOGONCPALCA-UHFFFAOYSA-N
325,Cc1cnc(-c2ccccc2OC(C)C)nc1NCc1ccc(-n2ccnn2)cc1,LFMHIFOQPBSKFM-UHFFFAOYSA-N
326,O=C(NCc1ccco1)c1nc2nc(-c3cccs3)cc(C(F)(F)F)n2n1,CJGXFHQJQPWRRG-UHFFFAOYSA-N
327,CC1=C(C(=O)Nc2nc3ccccc3s2)C(c2[nH]ncc2Cl)N=C(Nc2nc3ccccc3o2)N1,WTBUFDUDNVJYEB-UHFFFAOYSA-N
328,NC(=O)C1CCN(c2nc(-c3ccc(F)cc3)cs2)CC1,CRHSRTXZFRNUHA-UHFFFAOYSA-N
329,Cc1noc(C)c1-c1csc(N2CCC(C(N)=O)CC2)n1,VFQYLBBBRSPSNR-UHFFFAOYSA-N
330,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(Cl)c2O)cc1,VWTWLTRLLPUALI-UHFFFAOYSA-N
331,O=C(c1ccco1)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,QNVNQMPUTFJMLX-UHFFFAOYSA-N
332,NC(=O)COc1ccc(C2CC(=O)Nc3n[nH]c(Nc4ccccc4)c32)cc1,MRKUSGGZXZWCDG-UHFFFAOYSA-N
333,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1S(=O)(=O)N1CCCCC1,GMSPPDWZIKJXMH-UHFFFAOYSA-N
334,CC(=O)c1ccc(N2CCN(C(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,YVJHAYUOJJPNIV-UHFFFAOYSA-N
335,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,VWOIKFDZQQLJBJ-DTQAZKPQSA-N
336,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,QZVNQOLPLYWLHQ-ZEQKJWHPSA-N
337,Clc1ccc2ncc(-c3cccc(NC4CCNC4)n3)n2c1,NAMQQRIYZTTYCJ-UHFFFAOYSA-N
338,FC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,BSTYITXHUQTYBA-UHFFFAOYSA-N
339,O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1nnc(-c2ccncc2)s1,WMCOYUSJXXCHFH-UHFFFAOYSA-N
340,Cc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,UWTRKIJAGTTXNM-UHFFFAOYSA-N
341,O=C(NCC1Cn2cccc2CN1Cc1cccnc1)Nc1ccccc1,YKRURHJIEIZSLT-UHFFFAOYSA-N
342,O=C(Nc1ccc(Cl)cc1Cl)c1cnc2ccccc2n1,HWQWMJOQMHHNGH-UHFFFAOYSA-N
343,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,RGCVKNLCSQQDEP-UHFFFAOYSA-N
344,CCn1cc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c2cc(OC)c(OC)cc2c1=O,IKQKKNPCDWGQIP-UHFFFAOYSA-N
345,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,LZMOSYUFVYJEPY-UHFFFAOYSA-N
346,Cc1ccc(C(=O)N2CCc3sc(C(=O)NC(C)c4ccccc4)cc3C2)cc1,SWQZBPJSOQSZLX-UHFFFAOYSA-N
347,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccccc3)c2)c1C,SKIDNLVTIHYMTE-UHFFFAOYSA-N
348,Cc1ccc(S(=O)(=O)Nc2cc(C(=O)Nc3nc(-c4ccccc4)cs3)ccn2)cc1,WXODFHRTBPNRMR-UHFFFAOYSA-N
349,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,RDTAHMIMQLRAMR-UHFFFAOYSA-N
350,Cc1ccc(-n2ncc3c(NCCCn4ccnc4)ncnc32)cc1Cl,JTJJUCQAZREEBD-UHFFFAOYSA-N
351,Oc1ccc(-c2nc(C3CC3)nc3c2CCN(Cc2ccc(F)cc2)CC3)cc1,SOAGFCDUIPBDCW-UHFFFAOYSA-N
352,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2cnc(-c3ccccc3)cn2)cc1,LUZYYJAPMDLBLE-UHFFFAOYSA-N
353,Cc1ccc(NS(=O)(=O)c2ccc3[nH]c4c(c3c2)CCCCCC4)cc1,RFPMUELUVUKZIZ-UHFFFAOYSA-N
354,Cc1ccc(C)c(CN2C(=O)c3ccccc3[S+]([O-])c3ccc(C(=O)N4CCN(c5ccccc5F)CC4)cc32)c1,QMIYEZRIFBDIIP-UHFFFAOYSA-N
355,CN(C)c1cccc(-c2nccc(N3CCC(C(N)=O)CC3)n2)c1,XBQFYTFSCZLPQF-UHFFFAOYSA-N
356,COC(=O)CNC(=O)c1nc(-c2ccc(Cl)nc2)c2cnccn12,LNAINLGOXRGFRX-UHFFFAOYSA-N
357,CCCCCn1c(=O)[nH]c2cc(C(=O)NCCCN3CCCCC3)ccc2c1=O,UDCNDFMYRPWAQZ-UHFFFAOYSA-N
